"","Id","Brottskod","Brottskod.klartext","Inskrivningsdatum","Brottsdatum","Kommun","Län","DeSO.område","Antal"
"37",52499,1615,"Övriga brott mot 16 kap. BrB","2023-10-07","2023-10-07","Göteborg","Västra Götalands Län","1480C2380",1
"38",53580,1615,"Övriga brott mot 16 kap. BrB","2023-09-27","2023-09-27","Nacka","Stockholms Län","0182C1410",1
"39",53581,1615,"Övriga brott mot 16 kap. BrB","2023-09-27","2023-09-27","Nacka","Stockholms Län","0182C1410",1
"40",53582,1615,"Övriga brott mot 16 kap. BrB","2023-09-27","2023-09-27","Nacka","Stockholms Län","0182C1410",1
"41",53583,1615,"Övriga brott mot 16 kap. BrB","2023-09-27","2023-09-27","Nacka","Stockholms Län","0182C1410",1
"42",53584,1615,"Övriga brott mot 16 kap. BrB","2023-09-27","2023-09-27","Nacka","Stockholms Län","0182C1410",1
"43",53858,1615,"Övriga brott mot 16 kap. BrB","2023-10-04","2023-05-28","Stockholm","Stockholms Län","0180C2390",1
"44",55637,1615,"Övriga brott mot 16 kap. BrB","2023-11-24","2023-11-24","Södertälje","Stockholms Län","0181C1120",1
"45",55638,1615,"Övriga brott mot 16 kap. BrB","2023-11-24","2023-11-24","Södertälje","Stockholms Län","0181C1120",1
"46",57896,1615,"Övriga brott mot 16 kap. BrB","2022-04-14","2022-04-14","Linköping","Östergötlands Län","0580C1670",1
"47",57897,1615,"Övriga brott mot 16 kap. BrB","2022-04-14","2022-04-14","Linköping","Östergötlands Län","0580C1670",1
"48",57898,1615,"Övriga brott mot 16 kap. BrB","2022-04-14","2022-04-14","Linköping","Östergötlands Län","0580C1670",1
"49",57901,1615,"Övriga brott mot 16 kap. BrB","2022-04-14","2022-04-14","Linköping","Östergötlands Län","0580C1670",1
"50",57902,1615,"Övriga brott mot 16 kap. BrB","2022-04-14","2022-04-14","Linköping","Östergötlands Län","0580C1670",1
"51",57903,1615,"Övriga brott mot 16 kap. BrB","2022-04-14","2022-04-14","Linköping","Östergötlands Län","0580C1670",1
"52",57904,1615,"Övriga brott mot 16 kap. BrB","2022-04-14","2022-04-14","Linköping","Östergötlands Län","0580C1670",1
"53",57908,1615,"Övriga brott mot 16 kap. BrB","2022-04-14","2022-04-14","Linköping","Östergötlands Län","0580C1670",1
"54",57917,1615,"Övriga brott mot 16 kap. BrB","2022-04-14","2022-04-14","Linköping","Östergötlands Län","0580C1670",1
"55",57921,1615,"Övriga brott mot 16 kap. BrB","2022-04-14","2022-04-14","Linköping","Östergötlands Län","0580C1670",1
"56",57931,1615,"Övriga brott mot 16 kap. BrB","2022-04-14","2022-04-14","Linköping","Östergötlands Län","0580C1670",1
